Date,Price,Final_Verdict,Market_Reality,Correct,Weighted_Score,CE_Article_Count,CE_Sentiment,CE_Mean_Score,CE_Sentiment_Score,CE_Confidence,CE_Explanation,TTS_Score,TTS_Signal,TTS_Explanation,SIV_Signal,SIV_Explanation,Verdict_Reasoning,Exit_Reason,Execution_Time_Seconds
12/13/2024,1.26154,SELL,BEARISH,True,-0.6257,14.0,BEARISH,0.8307,-0.3911,LOW,pending_explanation,-0.0642,HOLD,pending_explanation,PARTIAL,pending_explanation,"[backtest deterministic] weighted_score=-0.6257 → SELL (thresholds: >=0.15 BUY, <=-0.15 SELL, else HOLD)",TIME,0.2441
12/16/2024,1.26824,SELL,BEARISH,True,-0.6172,14.0,BEARISH,0.696,-0.0975,LOW,pending_explanation,-0.0429,HOLD,pending_explanation,PARTIAL,pending_explanation,"[backtest deterministic] weighted_score=-0.6172 → SELL (thresholds: >=0.15 BUY, <=-0.15 SELL, else HOLD)",TIME,0.7714
12/17/2024,1.27082,SELL,BEARISH,True,-0.613,24.0,BEARISH,0.8408,-0.0864,MODERATE,pending_explanation,-0.0325,HOLD,pending_explanation,PARTIAL,pending_explanation,"[backtest deterministic] weighted_score=-0.613 → SELL (thresholds: >=0.15 BUY, <=-0.15 SELL, else HOLD)",TIME,0.8229
12/18/2024,1.25725,SELL,BEARISH,True,-0.638,59.0,BEARISH,0.7673,-0.0932,HIGH,pending_explanation,-0.0951,HOLD,pending_explanation,PARTIAL,pending_explanation,"[backtest deterministic] weighted_score=-0.638 → SELL (thresholds: >=0.15 BUY, <=-0.15 SELL, else HOLD)",TIME,2.2568
12/19/2024,1.25009,SELL,BULLISH,False,-0.6501,56.0,BEARISH,0.7763,-0.2795,HIGH,pending_explanation,-0.1252,HOLD,pending_explanation,PARTIAL,pending_explanation,"[backtest deterministic] weighted_score=-0.6501 → SELL (thresholds: >=0.15 BUY, <=-0.15 SELL, else HOLD)",TIME,1.4855
12/20/2024,1.25645,SELL,BEARISH,True,-0.6405,15.0,BEARISH,0.8148,-0.1892,MODERATE,pending_explanation,-0.1013,HOLD,pending_explanation,PARTIAL,pending_explanation,"[backtest deterministic] weighted_score=-0.6405 → SELL (thresholds: >=0.15 BUY, <=-0.15 SELL, else HOLD)",TIME,0.3357
12/23/2024,1.25331,SELL,BULLISH,False,-0.6479,14.0,BEARISH,0.7731,-0.1679,LOW,pending_explanation,-0.1197,HOLD,pending_explanation,PARTIAL,pending_explanation,"[backtest deterministic] weighted_score=-0.6479 → SELL (thresholds: >=0.15 BUY, <=-0.15 SELL, else HOLD)",TIME,0.431
12/24/2024,1.2533,SELL,BULLISH,False,-0.6508,8.0,BEARISH,0.8688,-0.7654,LOW,pending_explanation,-0.1271,HOLD,pending_explanation,PARTIAL,pending_explanation,"[backtest deterministic] weighted_score=-0.6508 → SELL (thresholds: >=0.15 BUY, <=-0.15 SELL, else HOLD)",TIME,0.1605
12/25/2024,1.2553,HOLD,BULLISH,False,-0.0488,1.0,NEUTRAL,0.9152,0.0,LOW,pending_explanation,-0.122,HOLD,pending_explanation,COHERENT,pending_explanation,"[backtest deterministic] weighted_score=-0.0488 → HOLD (thresholds: >=0.15 BUY, <=-0.15 SELL, else HOLD)",HOLD_SKIP,0.0654
12/26/2024,1.25249,SELL,BEARISH,True,-0.656,5.0,BEARISH,0.8586,-0.1677,LOW,pending_explanation,-0.14,HOLD,pending_explanation,PARTIAL,pending_explanation,"[backtest deterministic] weighted_score=-0.656 → SELL (thresholds: >=0.15 BUY, <=-0.15 SELL, else HOLD)",TIME,0.2566
12/27/2024,1.25714,SELL,BEARISH,True,-0.6471,10.0,BEARISH,0.8757,-0.4565,LOW,pending_explanation,-0.1178,HOLD,pending_explanation,PARTIAL,pending_explanation,"[backtest deterministic] weighted_score=-0.6471 → SELL (thresholds: >=0.15 BUY, <=-0.15 SELL, else HOLD)",TIME,0.1795
12/30/2024,1.25507,SELL,BEARISH,True,-0.6529,15.0,BEARISH,0.841,-0.2023,MODERATE,pending_explanation,-0.1322,HOLD,pending_explanation,PARTIAL,pending_explanation,"[backtest deterministic] weighted_score=-0.6529 → SELL (thresholds: >=0.15 BUY, <=-0.15 SELL, else HOLD)",TIME,0.2525
12/31/2024,1.25107,BUY,BEARISH,False,0.5378,10.0,BULLISH,0.822,0.3084,LOW,pending_explanation,-0.1555,SELL,pending_explanation,PARTIAL,pending_explanation,"[backtest deterministic] weighted_score=0.5378 → BUY (thresholds: >=0.15 BUY, <=-0.15 SELL, else HOLD)",TIME,0.3377
---,,ACCURACY SUMMARY,,,,,,,,,,,,,,,,,
BUY Accuracy,,61.36%,27/44,,,,,,,,,,,,,,,,
SELL Accuracy,,59.22%,106/179,,,,,,,,,,,,,,,,
BUY+SELL Accuracy,,59.64%,133/223,,,,,,,,,,,,,,,,
HOLD Accuracy,,0.0%,0/39,,,,,,,,,,,,,,,,
OVERALL Accuracy,,50.76%,133/262,,,,,,,,,,,,,,,,
---,,SL/TP SUMMARY,,,,,,,,,,,,,,,,,
TP Hits,,,1,,,,,,,,,,,,,,,,
SL Hits,,,24,,,,,,,,,,,,,,,,
TIME Exits,,,198,,,,,,,,,,,,,,,,
HOLD Skips,,,78,,,,,,,,,,,,,,,,
